codice_provincia,codice_regione,daily_cases,data,denominazione_provincia,denominazione_regione,lat,lon,long,note,sigla_provincia,stato,totale_casi,IQA
48,9,0.0,2020-07-18,Firenze,Toscana,43.76923077,,11.25588885,,FI,ITA,3226,12.0
48,9,10.0,2020-07-19,Firenze,Toscana,43.76923077,,11.25588885,,FI,ITA,3236,12.0
48,9,0.0,2020-07-20,Firenze,Toscana,43.76923077,,11.25588885,,FI,ITA,3236,22.0
48,9,3.0,2020-07-21,Firenze,Toscana,43.76923077,,11.25588885,,FI,ITA,3239,26.0
48,9,3.0,2020-07-22,Firenze,Toscana,43.76923077,,11.25588885,,FI,ITA,3242,30.0
48,9,0.0,2020-07-23,Firenze,Toscana,43.76923077,,11.25588885,,FI,ITA,3242,30.0
48,9,4.0,2020-07-24,Firenze,Toscana,43.76923077,,11.25588885,,FI,ITA,3246,24.0
48,9,4.0,2020-07-25,Firenze,Toscana,43.76923077,,11.25588885,,FI,ITA,3250,20.0
48,9,9.0,2020-07-26,Firenze,Toscana,43.76923077,,11.25588885,,FI,ITA,3259,22.0
48,9,2.0,2020-07-27,Firenze,Toscana,43.76923077,,11.25588885,,FI,ITA,3261,30.0
48,9,2.0,2020-07-28,Firenze,Toscana,43.76923077,,11.25588885,,FI,ITA,3263,30.0
48,9,12.0,2020-07-29,Firenze,Toscana,43.76923077,,11.25588885,,FI,ITA,3275,40.0
48,9,6.0,2020-07-30,Firenze,Toscana,43.76923077,,11.25588885,,FI,ITA,3281,40.0
15,3,,2020-02-24,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,0,98.0
15,3,8.0,2020-02-25,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,8,110.00000000000001
15,3,0.0,2020-02-26,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,8,78.0
15,3,7.0,2020-02-27,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,15,23.083333333333332
15,3,14.0,2020-02-28,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,29,29.5
15,3,1.0,2020-02-29,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,30,56.00000000000001
15,3,35.0,2020-03-03,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,93,40.0
15,3,52.0,2020-03-04,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,145,48.0
15,3,52.0,2020-03-05,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,197,44.0
15,3,70.0,2020-03-06,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,267,54.0
15,3,94.0,2020-03-07,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,361,57.99999999999999
15,3,45.0,2020-03-08,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,406,36.0
15,3,100.0,2020-03-09,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,506,56.00000000000001
15,3,86.0,2020-03-10,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,592,62.0
15,3,333.0,2020-03-11,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,925,46.0
15,3,221.0,2020-03-12,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,1146,57.99999999999999
15,3,161.0,2020-03-13,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,1307,28.16666666666666
15,3,244.0,2020-03-14,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,1551,52.0
15,3,199.0,2020-03-15,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,1750,40.0
15,3,233.0,2020-03-16,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,1983,48.0
15,3,343.0,2020-03-17,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,2326,78.0
15,3,318.0,2020-03-18,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,2644,88.0
15,3,634.0,2020-03-19,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,3278,82.0
15,3,526.0,2020-03-20,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,3804,88.0
15,3,868.0,2020-03-21,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,4672,60.0
15,3,424.0,2020-03-22,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,5096,50.0
15,3,230.0,2020-03-23,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,5326,34.0
15,3,375.0,2020-03-24,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,5701,44.0
15,3,373.0,2020-03-25,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,6074,40.0
15,3,848.0,2020-03-26,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,6922,40.0
15,3,547.0,2020-03-27,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,7469,60.0
15,3,314.0,2020-03-28,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,7783,132.0
15,3,546.0,2020-03-29,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,8329,126.0
15,3,347.0,2020-03-30,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,8676,50.0
15,3,235.0,2020-03-31,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,8911,25.416666666666664
15,3,611.0,2020-04-01,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,9522,40.0
15,3,482.0,2020-04-02,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,10004,60.0
15,3,387.0,2020-04-03,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,10391,76.0
15,3,428.0,2020-04-04,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,10819,84.0
15,3,411.0,2020-04-05,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,11230,56.00000000000001
15,3,308.0,2020-04-06,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,11538,54.0
15,3,249.0,2020-04-07,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,11787,70.0
15,3,252.0,2020-04-08,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,12039,60.0
15,3,440.0,2020-04-09,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,12479,54.0
15,3,269.0,2020-04-10,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,12748,60.0
15,3,520.0,2020-04-11,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,13268,47.083333333333336
15,3,412.0,2020-04-12,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,13680,35.91666666666667
15,3,481.0,2020-04-13,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,14161,41.333333333333336
15,3,189.0,2020-04-14,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,14350,40.0
15,3,325.0,2020-04-15,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,14675,34.25
15,3,277.0,2020-04-16,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,14952,56.00000000000001
15,3,325.0,2020-04-17,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,15277,37.25
15,3,269.0,2020-04-18,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,15546,44.0
15,3,279.0,2020-04-19,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,15825,40.0
15,3,287.0,2020-04-20,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,16112,36.0
15,3,408.0,2020-04-21,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,16520,42.0
15,3,480.0,2020-04-22,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,17000,38.58333333333333
15,3,277.0,2020-04-23,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,17277,52.0
15,3,412.0,2020-04-24,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,17689,64.0
15,3,219.0,2020-04-25,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,17908,37.25
15,3,463.0,2020-04-26,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,18371,38.25
15,3,188.0,2020-04-27,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,18559,29.166666666666668
15,3,278.0,2020-04-28,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,18837,26.0
15,3,284.0,2020-04-29,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,19121,30.5
15,3,216.0,2020-04-30,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,19337,27.416666666666668
15,3,364.0,2020-05-01,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,19701,27.416666666666668
15,3,249.0,2020-05-02,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,19950,29.5
15,3,118.0,2020-05-03,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,20068,36.25
15,3,186.0,2020-05-04,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,20254,38.58333333333333
15,3,144.0,2020-05-05,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,20398,31.166666666666664
15,3,313.0,2020-05-06,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,20711,40.0
15,3,182.0,2020-05-07,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,20893,44.333333333333336
15,3,201.0,2020-05-08,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,21094,48.166666666666664
15,3,178.0,2020-05-09,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,21272,44.333333333333336
15,3,104.0,2020-05-10,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,21376,41.0
15,3,114.0,2020-05-11,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,21490,27.416666666666668
15,3,136.0,2020-05-12,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,21626,28.16666666666666
15,3,105.0,2020-05-13,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,21731,34.0
15,3,169.0,2020-05-14,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,21900,50.0
15,3,66.0,2020-05-15,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,21966,30.833333333333336
15,3,75.0,2020-05-16,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,22041,38.0
15,3,110.0,2020-05-17,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,22151,30.0
15,3,71.0,2020-05-18,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,22222,42.0
15,3,102.0,2020-05-19,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,22324,36.0
15,3,48.0,2020-05-20,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,22372,40.0
15,3,83.0,2020-05-21,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,22455,40.33333333333333
15,3,73.0,2020-05-22,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,22528,56.00000000000001
15,3,88.0,2020-05-23,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,22616,40.666666666666664
15,3,64.0,2020-05-24,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,22680,35.583333333333336
15,3,46.0,2020-05-25,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,22726,37.916666666666664
15,3,38.0,2020-05-26,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,22764,37.583333333333336
15,3,68.0,2020-05-27,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,22832,37.916666666666664
15,3,76.0,2020-05-28,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,22908,43.833333333333336
15,3,74.0,2020-05-29,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,22982,36.25
15,3,62.0,2020-05-30,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,23044,44.333333333333336
15,3,32.0,2020-05-31,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,23076,36.25
15,3,18.0,2020-06-01,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,23094,39.333333333333336
15,3,45.0,2020-06-02,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,23139,38.58333333333333
15,3,37.0,2020-06-03,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,23176,36.583333333333336
15,3,31.0,2020-06-04,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,23207,20.333333333333332
15,3,99.0,2020-06-05,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,23306,33.58333333333333
15,3,59.0,2020-06-06,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,23365,36.916666666666664
15,3,43.0,2020-06-07,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,23408,20.666666666666668
15,3,29.0,2020-06-08,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,23437,23.083333333333332
15,3,46.0,2020-06-09,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,23483,29.166666666666668
15,3,27.0,2020-06-10,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,23510,25.416666666666664
15,3,71.0,2020-06-11,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,23581,20.0
15,3,88.0,2020-06-12,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,23669,31.833333333333336
15,3,97.0,2020-06-13,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,23766,29.83333333333333
15,3,45.0,2020-06-14,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,23811,30.166666666666668
15,3,52.0,2020-06-15,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,23863,35.583333333333336
15,3,42.0,2020-06-16,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,23905,33.166666666666664
15,3,61.0,2020-06-17,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,23966,31.5
15,3,52.0,2020-06-18,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24018,29.166666666666668
15,3,43.0,2020-06-19,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24061,29.83333333333333
15,3,69.0,2020-06-20,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24130,41.0
15,3,31.0,2020-06-21,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24161,31.166666666666664
15,3,23.0,2020-06-22,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24184,40.0
15,3,26.0,2020-06-23,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24210,44.916666666666664
15,3,29.0,2020-06-24,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24239,52.5
15,3,28.0,2020-06-25,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24267,47.083333333333336
15,3,33.0,2020-06-26,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24300,43.25
15,3,4.0,2020-06-27,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24304,44.0
15,3,16.0,2020-06-28,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24320,38.58333333333333
15,3,36.0,2020-06-29,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24356,32.0
15,3,23.0,2020-06-30,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24379,41.0
15,3,21.0,2020-07-01,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24400,41.0
15,3,28.0,2020-07-02,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24428,38.58333333333333
15,3,24.0,2020-07-03,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24452,44.333333333333336
15,3,19.0,2020-07-04,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24471,36.25
15,3,16.0,2020-07-05,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24487,49.25
15,3,12.0,2020-07-06,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24499,59.0
15,3,5.0,2020-07-07,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24504,36.583333333333336
15,3,16.0,2020-07-08,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24520,49.75
15,3,35.0,2020-07-09,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24555,61.66666666666667
15,3,17.0,2020-07-10,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24572,72.00000000000001
15,3,26.0,2020-07-11,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24598,42.16666666666667
15,3,6.0,2020-07-12,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24604,35.583333333333336
15,3,15.0,2020-07-13,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24619,38.25
15,3,7.0,2020-07-14,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24626,42.16666666666667
15,3,18.0,2020-07-15,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24644,44.0
15,3,20.0,2020-07-16,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24664,39.666666666666664
15,3,9.0,2020-07-17,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24673,40.666666666666664
15,3,24.0,2020-07-18,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24697,36.916666666666664
15,3,8.0,2020-07-19,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24705,40.666666666666664
15,3,11.0,2020-07-20,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24716,52.0
15,3,9.0,2020-07-21,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24725,61.66666666666667
15,3,19.0,2020-07-22,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24744,48.666666666666664
15,3,17.0,2020-07-23,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24761,49.75
15,3,22.0,2020-07-24,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24783,30.5
15,3,25.0,2020-07-25,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24808,38.58333333333333
15,3,13.0,2020-07-26,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24821,38.58333333333333
15,3,14.0,2020-07-27,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24835,50.33333333333333
15,3,25.0,2020-07-28,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24860,65.0
15,3,16.0,2020-07-29,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24876,59.50000000000001
15,3,15.0,2020-07-30,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24891,65.0
15,3,35.0,2020-07-31,Milano,Lombardia,45.46679409,,9.190347404,,MI,ITA,24926,55.166666666666664
63,15,,2020-02-24,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,0,60.0
63,15,0.0,2020-02-25,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,0,48.0
63,15,0.0,2020-02-26,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,0,60.0
63,15,3.0,2020-02-27,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,3,34.0
63,15,1.0,2020-02-28,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,4,36.0
63,15,9.0,2020-02-29,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,13,44.0
63,15,4.0,2020-03-01,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,17,62.0
63,15,0.0,2020-03-02,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,17,54.0
63,15,13.0,2020-03-03,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,30,48.0
63,15,-13.0,2020-03-04,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,17,44.0
63,15,0.0,2020-03-05,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,17,38.0
63,15,0.0,2020-03-06,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,17,44.0
63,15,0.0,2020-03-07,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,17,32.0
63,15,28.0,2020-03-08,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,45,30.0
63,15,10.0,2020-03-09,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,55,46.0
63,15,6.0,2020-03-10,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,61,50.0
63,15,35.0,2020-03-11,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,96,74.0
63,15,13.0,2020-03-12,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,109,64.0
63,15,31.0,2020-03-13,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,140,64.0
63,15,31.0,2020-03-14,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,171,66.0
63,15,17.0,2020-03-15,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,188,34.0
63,15,31.0,2020-03-16,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,219,38.0
63,15,39.0,2020-03-17,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,258,56.00000000000001
63,15,0.0,2020-03-18,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,258,57.99999999999999
63,15,100.0,2020-03-19,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,358,72.0
63,15,58.0,2020-03-20,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,416,76.0
63,15,47.0,2020-03-21,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,463,72.0
63,15,41.0,2020-03-22,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,504,62.0
63,15,39.0,2020-03-23,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,543,54.0
63,15,45.0,2020-03-24,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,588,26.0
63,15,38.0,2020-03-25,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,626,26.0
63,15,39.0,2020-03-26,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,665,20.0
63,15,69.0,2020-03-27,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,734,28.000000000000004
63,15,93.0,2020-03-28,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,827,22.083333333333332
63,15,71.0,2020-03-29,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,898,40.0
63,15,93.0,2020-03-30,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,991,74.0
63,15,62.0,2020-03-31,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,1053,100.0
63,15,108.0,2020-04-01,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,1161,26.5
63,15,118.0,2020-04-02,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,1279,34.0
63,15,149.0,2020-04-03,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,1428,48.0
63,15,70.0,2020-04-04,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,1498,30.666666666666664
63,15,34.0,2020-04-05,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,1532,42.0
63,15,36.0,2020-04-06,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,1568,46.0
63,15,75.0,2020-04-07,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,1643,54.0
63,15,25.0,2020-04-08,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,1668,62.0
63,15,31.0,2020-04-09,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,1699,70.0
63,15,73.0,2020-04-10,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,1772,76.0
63,15,37.0,2020-04-11,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,1809,70.0
63,15,62.0,2020-04-12,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,1871,57.99999999999999
63,15,61.0,2020-04-13,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,1932,57.99999999999999
63,15,78.0,2020-04-14,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,2010,54.0
63,15,16.0,2020-04-15,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,2026,40.0
63,15,46.0,2020-04-16,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,2072,34.0
63,15,37.0,2020-04-17,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,2109,50.0
63,15,21.0,2020-04-18,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,2130,52.0
63,15,29.0,2020-04-19,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,2159,57.99999999999999
63,15,22.0,2020-04-20,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,2181,52.0
63,15,46.0,2020-04-21,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,2227,42.0
63,15,36.0,2020-04-22,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,2263,34.0
63,15,53.0,2020-04-23,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,2316,20.0
63,15,18.0,2020-04-24,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,2334,32.0
63,15,19.0,2020-04-25,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,2353,34.0
63,15,22.0,2020-04-26,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,2375,26.0
63,15,14.0,2020-04-27,Napoli,Campania,40.83956555,,14.25084984,,NA,ITA,2389,30.0
